"company_id","company","company_revenue","company_employees","company_industry","no_of_stars","no_of_reviews"
"c_879","Geotab","Less than $1B (USD)","Less than 10,000","Internet and Software",3.79999995231628,8
"c_880","Germania Insurance","","","Insurance",4.09999990463257,18
"c_881","Getty Images","","Less than 10,000","",3.90000009536743,102
"c_882","Giant Oak","","","",NA,NA
"c_883","Gila River Health Care","","","Health Care",3.40000009536743,81
"c_884","Ginger.io","","","",NA,NA
"c_885","GlassDoor","$5B to $10B (USD)","10,000+","Restaurants, Travel and Leisure",4.69999980926514,10078
"c_886","Glassview Media","","","",NA,NA
"c_887","GlaxoSmithKline","More than $10B (USD)","10,000+","Pharmaceuticals",4.19999980926514,3195
"c_888","GlobalLogic, Inc.","","","",3.900000095,362
"c_889","Globant","","","",4.19999980926514,92
"c_890","Globoforce Limited","","","",5,2
"c_891","Glooko","","","",NA,NA
"c_892","Glu Mobile","","","",3.200000048,16
"c_896","GoDaddy","$1B to $5B (USD)","Less than 10,000","Internet and Software",3.599999905,369
"c_904","GoPro","","Less than 10,000","Computers and Electronics",3.900000095,46
"c_894","Goby","","","",NA,NA
"c_897","Goldman Sachs","More than $10B (USD)","10,000+","Banks and Financial Services",4,1226
"c_898","GoodData Corporation","","","",NA,NA
"c_899","GoodRx","","Less than 10,000","Internet and Software",5,3
"c_900","Goodwill Industries International, Inc. (GII)","","Less than 10,000","Organization",3.59999990463257,14245
"c_901","Goodwin Recruiting","","","Human Resources and Staffing",4.5,8
"c_902","Goodyear","More than $10B (USD)","10,000+","Auto",3.70000004768372,1401
"c_903","Google","More than $10B (USD)","10,000+","Internet and Software",4.300000191,2642
"c_906","Gradient.io","","","",NA,NA
"c_907","Grail Insights","","","",NA,NA
"c_908","Grand Rounds","","Less than 10,000","Health Care",3.90000009536743,11
"c_909","Grant Thornton","","","Banks and Financial Services",3.79999995231628,981
"c_910","Graphic Products","","","",NA,NA
"c_911","Gray Matter Systems","","","",NA,NA
"c_912","GrayMatter","","","",NA,NA
"c_913","Great Bay Staffing Group","","","",NA,NA
"c_914","Great Wolf Lodge","","Less than 10,000","Restaurants, Travel and Leisure",3.599999905,910
"c_915","Greater Delaware Valley","","","",NA,NA
"c_916","Green Dot Corporation","Less than $1B (USD)","Less than 10,000","Banks and Financial Services",3.40000009536743,27
"c_917","Greene, Tweed & Co.","","","",NA,NA
"c_918","Grid Dynamics","","","",3.5,2
"c_919","GroupM","More than $10B (USD)","10,000+","Media, News and Publishing",3.79999995231628,95
"c_920","Groupon","","Less than 10,000","Internet and Software",3.599999905,645
"c_921","Grubhub","Less than $1B (USD)","Less than 10,000","Internet and Software",3.29999995231628,322
"c_922","Grundfos","","","",3.900000095,139
"c_923","Grundfos Pumps Corporation","","","",3.900000095,139
"c_924","Guardant Health","","","",2.799999952,8
"c_925","Guardian Industries","$1B to $5B (USD)","10,000+","Industrial Manufacturing",3.59999990463257,169
"c_926","Guidehouse","","","",NA,NA
"c_927","Guidewire Software, Inc.","","Less than 10,000","Insurance",3.70000004768372,30
"c_928","GumGum","","","",3.799999952,4
"c_929","H2M Group","","","",3.29999995231628,3
"c_944","HAVI Logistics","","","Transport and Freight",3.90000009536743,28
"c_947","HBM Holdings","","","",NA,NA
"c_948","HCSC","","","Health Care",3.90000009536743,1472
"c_949","HD Vest","Less than $1B (USD)","Less than 10,000","",4,6
"c_971","HERE Technologies","","Less than 10,000","Internet and Software",3.90000009536743,209
"c_974","HHB Systems","","","",5,2
"c_986","HNI Allsteel","","","",3.59999990463257,72
"c_987","HNI Corporation","","","",3.59999990463257,72
"c_989","HOMER","","","",NA,NA
"c_1003","HP","More than $10B (USD)","10,000+","Computers and Electronics",4,10824
"c_1004","HR, Legal, & Administration","","","",NA,NA
"c_1012","HX5","","Less than 10,000","Aerospace and Defense",4.90000009536743,8
"c_930","Hackensack Meridian Health","","","",NA,NA
"c_931","Hagerty","","Less than 10,000","Insurance",4,21
"c_932","Halfaker and Associates","","","",3.79999995231628,24
"c_933","Hallmark","$1B to $5B (USD)","Less than 10,000","Consumer Goods and Services",3.90000009536743,3006
"c_934","Hamilton Lane","","","",3.400000095,5
"c_935","Harbor Wholesale Foods","","Less than 10,000","Food and Beverages",3.70000004768372,30
"c_936","Harley-Davidson","Less than $1B (USD)","Less than 10,000","Auto",3.79999995231628,1169
"c_937","Harnham","","Less than 10,000","Consulting and Business Services",4.800000191,6
"c_938","Harry's","","","",4.19999980926514,12
"c_939","Harvard Business Publishing","","","Education and Schools",4.30000019073486,607
"c_940","Harvard Pilgrim Health Care","","Less than 10,000","Health Care",4.09999990463257,65
"c_941","Harvard University","","","Education and Schools",4.30000019073486,607
"c_942","Hasbro Inc.","","","Consumer Goods and Services",4.19999980926514,417
"c_943","HatchWorks Technologies","","","",NA,NA
"c_945","Hawaii Medical Service Association","","Less than 10,000","Health Care",3.40000009536743,42
"c_946","Hawaiian Airlines","$1B to $5B (USD)","Less than 10,000","Transport and Freight",4,96
"c_950","Healdsburg District Hospital","","","Health Care",3.20000004768372,32
"c_951","Health Care District of Palm Beach County","Less than $1B (USD)","Less than 10,000","Health Care",4.09999990463257,25
"c_952","Health Catalyst","","","",4.69999980926514,13
"c_953","Health Dialog","","","",3.90000009536743,45
"c_954","Health First","","","Health Care",3.70000004768372,381
"c_955","Health One Alliance, LLC","","","",NA,NA
"c_956","Health Team Advantage","","","",NA,NA
"c_958","HealthGrades","","","",3.29999995231628,60
"c_957","Healthfirst","$1B to $5B (USD)","Less than 10,000","Insurance",3.5,522
"c_959","Healthline Media","","Less than 10,000","Computers and Electronics",3.79999995231628,22
"c_960","Healthtronics","","","",3.70000004768372,33
"c_961","Hearsay Social","","","",4.300000191,3
"c_962","HeartFlow","","","",3.200000048,5
"c_963","Heartland Business Systems","Less than $1B (USD)","Less than 10,000","Internet and Software",2.79999995231628,18
"c_964","Heartland Dental, LLC","","Less than 10,000","Organization",2.79999995231628,359
"c_965","Hearts and Science","","","",NA,NA
"c_966","HelloFresh","","","Food and Beverages",3.20000004768372,236
"c_967","HelloSign","","Less than 10,000","Internet and Software",4,6
"c_968","HelloWorld","","","",3,10
"c_969","Helpshift","","","",3,2
"c_970","Henry Schein","More than $10B (USD)","10,000+","Health Care",3.799999952,526
"c_972","Hertz","$5B to $10B (USD)","10,000+","Auto",3.40000009536743,4280
"c_973","Hewlett Packard Enterprise","","10,000+","Internet and Software",3.700000048,3653
"c_975","High Alpha","","","",NA,NA
"c_976","Highmark Health","","","Health Care",3.200000048,610
"c_977","Hilcorp Energy Company","Less than $1B (USD)","Less than 10,000","Agriculture and Extraction",4.09999990463257,19
"c_978","Hill-Rom","$1B to $5B (USD)","Less than 10,000","Health Care",3.700000048,443
"c_979","Hilton","$5B to $10B (USD)","10,000+","Restaurants, Travel and Leisure",4,10078
"c_980","Hinge Health","","","",NA,NA
"c_982","Hiscox Ltd","","Less than 10,000","Insurance",3.90000009536743,39
"c_983","Hitachi","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.700000048,175
"c_984","Hitachi Vantara","","Less than 10,000","Internet and Software",3.200000048,42
"c_985","Hitech Assets, LLC.","","","",NA,NA
"c_988","Holleran Consulting","","","",3.40000009536743,5
"c_990","Honda Research Institute USA","","","",NA,NA
"c_991","Honeywell","More than $10B (USD)","10,000+","Industrial Manufacturing",3.79999995231628,6497
"c_992","Hook & Loop Creative","","","",NA,NA
"c_993","HopJump","","","",NA,NA
"c_994","Horizon Health Services","","","Health Care",3,32
"c_995","Hospital for Special Surgery","","","Health Care",4.300000191,286
"c_997","HotSchedules","","","",3.5,24
"c_996","HotelTonight","","","",3.79999995231628,6
"c_998","HouseCall Pro","Less than $1B (USD)","Less than 10,000","Internet and Software",4.40000009536743,8
"c_999","Housing Authority","","","",3.599999905,27
"c_1000","Housing Works","","","Organization",3.90000009536743,133
"c_1001","Houston Methodist","","10,000+","Health Care",4.19999980926514,1124
"c_1002","Houzz","","Less than 10,000","Internet and Software",3.40000009536743,48
"c_1005","Huawei","More than $10B (USD)","10,000+","Industrial Manufacturing",3.79999995231628,2581
"c_1006","Hudson's Bay","","10,000+","Retail",3.70000004768372,1679
"c_1007","Hulu","","","Internet and Software",4.099999905,64
"c_1009","HumanTouch, LLC","","","",4.69999980926514,3
"c_1008","Humana","More than $10B (USD)","10,000+","Health Care",3.700000048,4686
"c_1010","Huntington Bank","","","",3.59999990463257,1238
"c_1011","Huobi","","","",NA,NA
"c_1013","Hy-Vee, Inc.","$5B to $10B (USD)","10,000+","Retail",3.799999952,3246
"c_1014","Hydromax USA","","Less than 10,000","Energy and Utilities",3,21
"c_1015","Hylink Group","","","",NA,NA
"c_1016","HyperspaceVentures","","","",NA,NA
"c_1017","IBM","","10,000+","Consulting and Business Services",3.90000009536743,23477
"c_1018","ICR","","","",3.79999995231628,38
"c_1021","IDEO","","","",4.09999990463257,13
"c_1022","IDEXX","$1B to $5B (USD)","Less than 10,000","Industrial Manufacturing",3.599999905,293
"c_1024","IDT Corporation","$1B to $5B (USD)","Less than 10,000","Internet and Software",3.79999995231628,65
"c_1025","IEEE GlobalSpec","","","",NA,NA
"c_1028","IHS","","10,000+","Banks and Financial Services",3.599999905,240
"c_1029","IHS Markit","","10,000+","Banks and Financial Services",3.599999905,240
"c_1034","IMO - Intelligent Medical Objects, Inc.","","","",NA,NA
"c_1038","IMTAS","","","",3.09999990463257,17
"c_1053","INSIGHT ENGINES","","","",NA,NA
"c_1075","IPG Mediabrands","","","Media, News and Publishing",3.700000048,48
"c_1076","IPRO","","","",3.79999995231628,31
"c_1079","IQ Workforce","","","",NA,NA
"c_1080","IQVIA","","","Pharmaceuticals",3.70000004768372,140
"c_1082","ISE Data Systems","","","",NA,NA
"c_1084","IT Concepts Inc.","","","",NA,NA
"c_1085","ITAGroup","","","",3.5,8
"c_1086","ITT Corporation","","","",3.79999995231628,865
"c_1087","IXIS","","","",NA,NA
"c_1020","Ideal Concepts, Inc.","Less than $1B (USD)","Less than 10,000","Insurance",4.19999980926514,55
"c_1023","Idexx Laboratories","$1B to $5B (USD)","Less than 10,000","Industrial Manufacturing",3.599999905,293
"c_1030","Illumina","Less than $1B (USD)","Less than 10,000","Health Care",3.59999990463257,144
"c_1031","Illumination Works","","","",2.5,4
"c_1032","Imerys","","","",4,228
"c_1033","Immuta","","","",NA,NA
"c_1035","Impact Makers, Inc.","","","",NA,NA
"c_1036","Impetus Technologies","","","",4.09999990463257,54
"c_1037","Improbable","","","",NA,NA
"c_1074","InVision Studio","","","",NA,NA
"c_1039","Inabia Solutions and Consulting","","","",NA,NA
"c_1040","Indiana University","","","Education and Schools",4.30000019073486,332
"c_1041","InfoArmor Inc","","","",NA,NA
"c_1042","Infoblox","","","",3.59999990463257,31
"c_1043","Inframark","Less than $1B (USD)","Less than 10,000","Energy and Utilities",2.70000004768372,17
"c_1044","Infront Sports & Media Group","","","",NA,NA
"c_1045","Ingersoll Rand","","10,000+","Industrial Manufacturing",3.79999995231628,911
"c_1046","Ingram Content Group","","Less than 10,000","",3.20000004768372,96
"c_1047","Ingram Micro","More than $10B (USD)","10,000+","Computers and Electronics",3.79999995231628,1472
"c_1048","Inland Empire Health Plan","","Less than 10,000","Health Care",3.59999990463257,99
"c_1049","InnovaSystems International","","","",4,9
"c_1050","Innove LLC","","","",NA,NA
"c_1051","Inovalon","Less than $1B (USD)","Less than 10,000","Health Care",3.20000004768372,398
"c_1052","InsideSales.com, Inc.","","","",3,2
"c_1054","Institute for Health Metrics and Evaluation - Faculty","","","",NA,NA
"c_1055","Intalere Inc","","","",NA,NA
"c_1056","Integral Ad Science","","","",4.09999990463257,9
"c_1057","Integral Consulting Services, Inc.","","Less than 10,000","Government",3.5,18
"c_1058","Integrated Management Resources, LLC","","","",NA,NA
"c_1059","Integrity Applications Incorporated","Less than $1B (USD)","Less than 10,000","Internet and Software",4.199999809,13
"c_1060","Intel","More than $10B (USD)","10,000+","Computers and Electronics",4.09999990463257,3826
"c_1061","Intelligent Automation","","","",4.19999980926514,6
"c_1062","Intelligent Waves Llc","","Less than 10,000","Aerospace and Defense",4.09999990463257,14
"c_1063","Intelliswift Software Inc","","","",NA,NA
"c_1064","Interactive Brokers","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",3.29999995231628,27
"c_1065","Intercontinental Exchange","","","Banks and Financial Services",3.5,81
"c_1066","Internet Brands","","","",NA,NA
"c_1067","Intrexon Corporation.","","","",NA,NA
"c_1068","IntroPro","","","",NA,NA
"c_1069","Intuit","$1B to $5B (USD)","Less than 10,000","Internet and Software",4.19999980926514,1103
"c_1070","Intuitive Surgical","","","",3.79999995231628,95
"c_1071","Invesco","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",4,288
"c_1072","Invictus International Consulting, LLC","","","",NA,NA
"c_1073","Invisibly","","","",NA,NA
"c_1077","Ipsos North America","$1B to $5B (USD)","Less than 10,000","Media, News and Publishing",3.700000048,358
"c_1088","J. Crew Group, Inc.","","","Retail",3.799999952,795
"c_1089","J.D. Power","","","",3.29999995231628,13
"c_1094","JB HUNT","$5B to $10B (USD)","10,000+","Transport and Freight",3.29999995231628,1574
"c_1095","JBCconnect","","","",2.29999995231628,4
"c_1096","JD.com","","","",4.300000191,8
"c_1104","JFrog","","","",4,2
"c_1105","JLL","","10,000+","Real Estate",3.79999995231628,1888
"c_1106","JM GROUP","","","",3.40000009536743,5
"c_1116","JPMorgan Chase","More than $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,21159
"c_1117","JT4","","","",4,67
"c_1120","JUUL Labs","","","Consumer Goods and Services",4,2
"c_1090","Jackson Dawson","","","",5,2
"c_1091","Jacobs","More than $10B (USD)","10,000+","Construction",4,2621
"c_1092","Jamul Casino","","","",NA,NA
"c_1093","Janus Research Group","","","",4.599999905,18
"c_1097","Jebbit","","","",NA,NA
"c_1098","Jellyfish","","Less than 10,000","Media, News and Publishing",5,7
"c_1099","Jellyfish UK","","","",NA,NA
"c_1100","Jet.com","","Less than 10,000","Internet and Software",3.5,183
"c_1102","JetBlue Airways Corporation","$5B to $10B (USD)","10,000+","Transport and Freight",4.19999980926514,732
"c_1101","Jetblack","","","",2.5,2
"c_1103","Jewelers Mutual Insurance Company","","Less than 10,000","Insurance",3.59999990463257,16
"c_1107","Jobspring Partners","","","Human Resources and Staffing",3.700000048,31
"c_1108","John Clements","","","",NA,NA
"c_1109","John Deere","More than $10B (USD)","10,000+","Agriculture and Extraction",4.09999990463257,2283
"c_1110","Johns Hopkins","","Less than 10,000","",4.09999990463257,86
"c_1111","Johns Hopkins Health System","","10,000+","Health Care",4.09999990463257,1303
"c_1112","Johns Hopkins University","$1B to $5B (USD)","10,000+","Education and Schools",4.09999990463257,645
"c_1113","Johns Manville","","Less than 10,000","Industrial Manufacturing",3.59999990463257,231
"c_1114","Johnson & Johnson Family of Companies","More than $10B (USD)","10,000+","Pharmaceuticals",4.30000019073486,3526
"c_1115","Johnson Matthey","","10,000+","",3.40000009536743,201
"c_1119","JustAnswer","","","",3.70000004768372,6
"c_1121","Juvo","","","",NA,NA
"c_1122","K12","","","",3,112
"c_1131","KAR Auction Services, Inc.","","10,000+","Auto",3.20000004768372,415
"c_1133","KAYAK","","","",4.69999980926514,6
"c_1134","KBRWyle","$1B to $5B (USD)","10,000+","Government",3.90000009536743,183
"c_1142","KEYPR","","","",NA,NA
"c_1144","KEYW Corporation","","Less than 10,000","Aerospace and Defense",4.09999990463257,33
"c_1145","KGPCo","","Less than 10,000","Telecommunications",3.29999995231628,102
"c_1152","KMM Technologies","","","",2.5,2
"c_1159","KPMG LLP","","","Consulting and Business Services",4,4776
"c_1123","Kabam","","Less than 10,000","Internet and Software",4.09999990463257,24
"c_1124","Kaiser Permanente","","10,000+","Health Care",4.19999980926514,8164
"c_1125","Kaizen","","","",4,28
"c_1126","Kaleido Biosciences","","","",NA,NA
"c_1127","Kaleidoscope","","","",3.70000004768372,56
"c_1128","Kantar Careers","","","",3.59999990463257,73
"c_1129","Kaplan","$1B to $5B (USD)","10,000+","Education and Schools",3.79999995231628,1479
"c_1130","Kaplan Test Prep","$1B to $5B (USD)","10,000+","Education and Schools",3.79999995231628,1479
"c_1132","Karsun Solutions, LLC","","","",4,2
"c_1135","Keck Medical Center of USC","","","Health Care",4.09999990463257,83
"c_1136","Keep Truckin","","","",NA,NA
"c_1137","KeepSafe","","","",NA,NA
"c_1138","Kelvin","","","",3.40000009536743,5
"c_1139","Kemper Corporation","","","",3.40000009536743,235
"c_1140","Kennametal","$1B to $5B (USD)","10,000+","Industrial Manufacturing",3.79999995231628,382
"c_1141","KeyBank","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.59999990463257,1374
"c_1143","Keysight Technologies","$1B to $5B (USD)","10,000+","Computers and Electronics",4,149
"c_1146","Kinetica DB","","","",NA,NA
"c_1147","King County Housing Authority","","","Government",4,14
"c_1148","King.com","","","",NA,NA
"c_1149","KingsIsle Entertainment","","","Internet and Software",3.09999990463257,10
"c_1150","Kinsa Inc.","","","",NA,NA
"c_1151","Klaviyo","","","",NA,NA
"c_1153","Knorr-Bremse North America","","","",1.89999997615814,13
"c_1154","Knowledge Facilitation Group","","","",NA,NA
"c_1155","Koddi","","","",NA,NA
"c_1156","Kogentix","","Less than 10,000","Consulting and Business Services",4,2
"c_1157","Kohler Co.","","","",3.70000004768372,534
"c_1158","Kongregate","","","",NA,NA
"c_1160","Kraken","","Less than 10,000","Internet and Software",3.799999952,4
"c_1161","Kroger","More than $10B (USD)","10,000+","Retail",3.59999990463257,24248
"c_1164","L Brands","","","",3.70000004768372,50
"c_1165","L&T Technology Services Ltd.","Less than $1B (USD)","10,000+","Industrial Manufacturing",4,3504
"c_1163","L'OREAL USA","More than $10B (USD)","10,000+","Consumer Goods and Services",3.79999995231628,899
"c_1166","L. L. Bean","","","",4.19999980926514,381
"c_1167","L.A. Care Health Plan","","","",NA,NA
"c_1168","L3 Technologies","$5B to $10B (USD)","10,000+","Aerospace and Defense",3.79999995231628,2978
"c_1230","LTD Commodities","","","",3.70000004768372,205
"c_1238","LUXOTTICA","More than $10B (USD)","10,000+","Retail",3.70000004768372,2434
"c_1169","Lab126","","","",NA,NA
"c_1170","LabCorp","$5B to $10B (USD)","10,000+","Health Care",3.59999990463257,3247
"c_1171","Lake Trust Credit Union","","","Banks and Financial Services",3.700000048,43
"c_1172","Langan Engineering and Environmental Services, Inc.","","","",3.59999990463257,27
"c_1173","Lark Health","","","",NA,NA
"c_1174","Las Vegas Sands Corp.","More than $10B (USD)","10,000+","Restaurants, Travel and Leisure",3.700000048,47
"c_1175","Lattice Engines","","","",4,7
"c_1176","Laureate International Universities","","","Education and Schools",3.5,234
"c_1179","LawTrades","","","",NA,NA
"c_1177","Lawrence Berkeley National Laboratory","","","Government",4.19999980926514,130
"c_1178","Lawrence Livermore National Laboratory","$1B to $5B (USD)","Less than 10,000","Government",4.30000019073486,111
"c_1180","Layer3 TV","","","",3.5,2
"c_1181","Leadsmarket.com LLC","","","",NA,NA
"c_1182","LeafLink","","","",NA,NA
"c_1183","LeanTaas","","","",NA,NA
"c_1184","LeapYear","","","",NA,NA
"c_1185","Legends","","","Consulting and Business Services",3.90000009536743,137
"c_1186","Legg Mason","","","",3.90000009536743,28
"c_1187","Leidos","Less than $1B (USD)","10,000+","Aerospace and Defense",3.700000048,653
"c_1188","LendingClub","","Less than 10,000","Banks and Financial Services",3.599999905,64
"c_1189","LendingTree","","","",4,54
"c_1190","Lenovo","More than $10B (USD)","10,000+","Computers and Electronics",3.90000009536743,857
"c_1191","Level Ex, Inc.","","","",NA,NA
"c_1192","LevelUp","","Less than 10,000","Internet and Software",4.09999990463257,7
"c_1193","Levi Strauss & Co.","","10,000+","Retail",3.900000095,1898
"c_1194","Levy","","","Restaurants, Travel and Leisure",3.90000009536743,1511
"c_1195","Lexmark International, Inc.","","","",3.90000009536743,375
"c_1196","Liberty Lending","","","",NA,NA
"c_1197","Liberty Mutual","More than $10B (USD)","10,000+","Insurance",3.70000004768372,2914
"c_1198","Liberty University","","","Education and Schools",3.90000009536743,423
"c_1199","Libra Services","","","",NA,NA
"c_1200","Lieberman Research Worldwide","","","",3.5,15
"c_1201","Life Chiropractic College West","","","Education and Schools",3,15
"c_1203","LifeWatch Services, Inc.","","Less than 10,000","Health Care",3.799999952,14
"c_1202","Lifetouch","$1B to $5B (USD)","10,000+","",3.700000048,1913
"c_1204","Lightmatter","","","",NA,NA
"c_1205","LimeBike","","Less than 10,000","Consumer Goods and Services",2.59999990463257,11
"c_1206","Linc Global, Inc.","","","",NA,NA
"c_1207","Lincoln Financial Group","Less than $1B (USD)","Less than 10,000","Insurance",3.79999995231628,735
"c_1208","Linden Lab","","","",4,4
"c_1209","LiniumTalentAcquistion","","","",NA,NA
"c_1210","Lionbridge Technologies","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.40000009536743,264
"c_1211","Liquidnet","","","",3.90000009536743,8
"c_1212","Lirio","","","",NA,NA
"c_1213","Listrak","","","",4,2
"c_1214","Liv Communities","","","",3.799999952,10
"c_1215","Location3","","","",NA,NA
"c_1216","Lockheed Martin Corporation","More than $10B (USD)","10,000+","Aerospace and Defense",4.099999905,6415
"c_1217","Lockton, Inc.","","","Insurance",4.09999990463257,174
"c_1222","LogMeIn","","","",3.70000004768372,45
"c_1218","Logic Rule","","","",NA,NA
"c_1219","Logic20/20","","Less than 10,000","Consulting and Business Services",3.599999905,8
"c_1220","Logistics Management Institute","","","",4,44
"c_1221","Logitech","$1B to $5B (USD)","Less than 10,000","Industrial Manufacturing",4,97
"c_1223","London Stock Exchange Group","","","",4.09999990463257,14
"c_1224","Looker","","Less than 10,000","Internet and Software",4,4
"c_1225","Lorven Technologies","","","",NA,NA
"c_1226","Los Alamos Technical Associates","","","",4.09999990463257,7
"c_1227","Louis Dreyfus","","","",4,392
"c_1228","Lovepop","","","",3,4
"c_1229","Lowe's","More than $10B (USD)","10,000+","Retail",3.70000004768372,29206
"c_1231","Lubbock Heart & Surgical Hospital","","","Health Care",4.40000009536743,12
"c_1232","Lubrizol","","","",4,216
"c_1233","Lucid Motors","","Less than 10,000","Auto",4.400000095,5
"c_1234","Lucky Day","","","",4.30000019073486,3
"c_1236","Lumos Labs, Inc.","","","",NA,NA
"c_1237","Lutron Electronics","","","Consumer Goods and Services",3.70000004768372,79
"c_1239","Lyft","","Less than 10,000","Transport and Freight",3.70000004768372,1626
"c_1240","Lyric","","","",NA,NA
"c_1241","Lytx","Less than $1B (USD)","Less than 10,000","Internet and Software",3.79999995231628,9
"c_1242","M&T Bank","$1B to $5B (USD)","10,000+","Banks and Financial Services",3.700000048,1128
"c_1286","MEDSTAR HEALTH RESEARCH INSTITUTE (MHRI)","","","",NA,NA
"c_1289","MEI Technologies","","Less than 10,000","Aerospace and Defense",4.09999990463257,14
"c_1305","MGAC","","","",4,3
"c_1306","MGM Resorts International","$5B to $10B (USD)","10,000+","Restaurants, Travel and Leisure",4,1296
"c_1319","MIT","","","Education and Schools",4.19999980926514,278
"c_1320","MIT Lincoln Laboratory","","Less than 10,000","Aerospace and Defense",4.19999980926514,75
"c_1324","MJHS","","","Health Care",3.70000004768372,187
"c_1325","MKTG","","","",3.90000009536743,21
"c_1326","MLB.com","","","",3.799999952,23
"c_1327","MM.Lafleur","","","",2.70000004768372,6
"c_1328","MOBE, LLC","","","",NA,NA
"c_1349","MSA Safety","","Less than 10,000","Industrial Manufacturing",2.29999995231628,6
"c_1350","MSA Safety Inc.","","","",NA,NA
"c_1351","MSCI Inc.","","","",4.19999980926514,6
"c_1352","MUFG","More than $10B (USD)","10,000+","Banks and Financial Services",2.59999990463257,41
"c_1357","MVM","","","Consulting and Business Services",3.5,224
"c_1358","MWW Group","","","",2.79999995231628,5
"c_1243","Maana","","","",NA,NA
"c_1244","MacAulay-Brown, Inc. (MacB)","","Less than 10,000","Aerospace and Defense",4.099999905,96
"c_1245","MachineZone","","","",3,2
"c_1247","Macquarie Group Limited","","","Banks and Financial Services",4,143
"c_1248","Magento","","","",4,5
"c_1249","MaineHealth","","10,000+","Health Care",3.79999995231628,300
"c_1250","Major League Soccer","","","",4.09999990463257,24
"c_1255","ManTech International Corporation","","Less than 10,000","Aerospace and Defense",4,1275
"c_1251","Manage","","","",NA,NA
"c_1252","Managed Care Advisors","","","",NA,NA
"c_1253","Management Concepts","","","",3,26
"c_1254","Management Science Associates Inc.","","","",2.40000009536743,9
"c_1256","Manulife","","","Insurance",4,190
"c_1257","MapR","","","",NA,NA
"c_1258","MarketDial","","","",NA,NA
"c_1259","Marketers on Demand Inc.","","","",NA,NA
"c_1260","Mars","More than $10B (USD)","10,000+","Food and Beverages",4,1157
"c_1261","Marsh & McLennan Companies","","","",3.40000009536743,28
"c_1262","Martin's Point Health Care","","","Health Care",3.70000004768372,29
"c_1263","Mary Washington Healthcare","","","Health Care",3.5,309
"c_1264","Maryville University","","","Education and Schools",4.19999980926514,24
"c_1265","Masco","$5B to $10B (USD)","10,000+","Industrial ManufacturingConstruction",3.40000009536743,450
"c_1266","MassMutual Financial Group","More than $10B (USD)","Less than 10,000","Banks and Financial Services",3.79999995231628,845
"c_1267","MasterCard","","","",4.09999990463257,473
"c_1268","Matheny School and Hospital","","","Health Care",4,2
"c_1269","Matrix Medical Network","","Less than 10,000","Health Care",3,167
"c_1270","Maven Wave Partners","","","",3,2
"c_1271","Maxim Integrated","$1B to $5B (USD)","Less than 10,000","Computers and Electronics",3.59999990463257,324
"c_1272","Maxus","","","",4,12
"c_1273","Mayo Clinic","Less than $1B (USD)","10,000+","Health Care",4.19999980926514,1568
"c_1274","Mazda North American Operations","","","Auto",4.099999905,20
"c_1276","McGraw Hill Financial","","","Banks and Financial Services",4,700
"c_1275","McGraw-Hill Education","","Less than 10,000","Education and Schools",3.90000009536743,237
"c_1277","McKinsey & Company","","","",4.300000191,411
"c_1278","Measured Progress, Inc.","","","",3.200000048,10
"c_1285","MedStar Health","","","Health Care",3.79999995231628,373
"c_1287","MedStar National Rehabilitation Network","","","Health Care",3.79999995231628,373
"c_1279","Medallia, Inc.","","","",4.19999980926514,11
"c_1280","Medical Science & Computing","","","Pharmaceuticals",4.09999990463257,8
"c_1281","Medical Science & Computing, Inc.","","","Pharmaceuticals",4.09999990463257,8
"c_1282","Medical Transportation Management (MTM)","Less than $1B (USD)","Less than 10,000","Health Care",3.20000004768372,250
"c_1283","Medidata Solutions","","","Internet and Software",3.70000004768372,54
"c_1284","Medifast, Inc","Less than $1B (USD)","Less than 10,000","Consumer Goods and Services",3.5,85
"c_1288","Medtronic","More than $10B (USD)","10,000+","Health Care",4,2789
"c_1290","Meijer","","10,000+","Retail",3.5,6797
"c_1291","Memorial Health System","","Less than 10,000","Health Care",3.70000004768372,49
"c_1292","Memorial Sloan Kettering","","10,000+","Health Care",4.19999980926514,754
"c_1293","Mentor Graphics","$1B to $5B (USD)","Less than 10,000","Internet and Software",4.30000019073486,103
"c_1294","Mercari","","","",4,11
"c_1295","Merck","More than $10B (USD)","10,000+","Health Care",4.09999990463257,3144
"c_1296","Mercy Health","","","",NA,NA
"c_1297","Meridian Health Plan","","","Health Care",2.79999995231628,155
"c_1298","Merkle Inc.","","Less than 10,000","Consulting and Business Services",3.40000009536743,136
"c_1299","Merlin Labs","","","",NA,NA
"c_1301","MetLife","More than $10B (USD)","10,000+","Insurance",3.90000009536743,3842
"c_1300","Methodist Le Bonheur Healthcare","","","Health Care",4.19999980926514,253
"c_1302","MetroHealth","","","Health Care",4,210
"c_1303","MetroPlus Health Plan","","","",3.29999995231628,108
"c_1304","MetroStar Systems","","Less than 10,000","",4.5,11
"c_1307","Miami HEAT","","","",4.30000019073486,27
"c_1311","MicroStrategy","","Less than 10,000","Internet and Software",3.299999952,80
